window_index,deviation_score,smoothed_score,status,consecutive_exceedances,recommended_action,run,rul_label
26,0.7592,0.739,NORMAL,0,Continue operation and monitoring,test_run_0,1402.0
27,0.8888,0.7689,NORMAL,0,Continue operation and monitoring,test_run_0,1401.0
28,0.6891,0.753,NORMAL,0,Continue operation and monitoring,test_run_0,1400.0
29,0.568,0.716,NORMAL,0,Continue operation and monitoring,test_run_0,1399.0
30,0.6658,0.7059,NORMAL,0,Continue operation and monitoring,test_run_0,1398.0
31,0.7801,0.7208,NORMAL,0,Continue operation and monitoring,test_run_0,1397.0
32,0.7136,0.7193,NORMAL,0,Continue operation and monitoring,test_run_0,1396.0
33,0.6881,0.7131,NORMAL,0,Continue operation and monitoring,test_run_0,1395.0
34,0.7364,0.7178,NORMAL,0,Continue operation and monitoring,test_run_0,1394.0
35,1.4037,0.8549,NORMAL,0,Continue operation and monitoring,test_run_0,1393.0
36,0.981,0.8802,NORMAL,0,Continue operation and monitoring,test_run_0,1392.0
37,0.923,0.8887,NORMAL,0,Continue operation and monitoring,test_run_0,1391.0
38,1.2309,0.9572,NORMAL,0,Continue operation and monitoring,test_run_0,1390.0
39,0.4428,0.8543,NORMAL,0,Continue operation and monitoring,test_run_0,1389.0
40,0.9449,0.8724,NORMAL,0,Continue operation and monitoring,test_run_0,1388.0
41,0.5699,0.8119,NORMAL,0,Continue operation and monitoring,test_run_0,1387.0
42,0.4337,0.7363,NORMAL,0,Continue operation and monitoring,test_run_0,1386.0
43,0.5196,0.6929,NORMAL,0,Continue operation and monitoring,test_run_0,1385.0
44,0.584,0.6712,NORMAL,0,Continue operation and monitoring,test_run_0,1384.0
45,0.4646,0.6298,NORMAL,0,Continue operation and monitoring,test_run_0,1383.0
46,0.3724,0.5783,NORMAL,0,Continue operation and monitoring,test_run_0,1382.0
47,0.5357,0.5698,NORMAL,0,Continue operation and monitoring,test_run_0,1381.0
48,0.5515,0.5662,NORMAL,0,Continue operation and monitoring,test_run_0,1380.0
49,1.0791,0.6687,NORMAL,0,Continue operation and monitoring,test_run_0,1379.0
50,0.9975,0.7345,NORMAL,0,Continue operation and monitoring,test_run_0,1378.0
51,0.5357,0.6947,NORMAL,0,Continue operation and monitoring,test_run_0,1377.0
52,0.3986,0.6355,NORMAL,0,Continue operation and monitoring,test_run_0,1376.0
53,0.4918,0.6068,NORMAL,0,Continue operation and monitoring,test_run_0,1375.0
54,1.1085,0.7071,NORMAL,0,Continue operation and monitoring,test_run_0,1374.0
55,0.8093,0.7276,NORMAL,0,Continue operation and monitoring,test_run_0,1373.0
56,0.8484,0.7517,NORMAL,0,Continue operation and monitoring,test_run_0,1372.0
57,0.9041,0.7822,NORMAL,0,Continue operation and monitoring,test_run_0,1371.0
58,0.5884,0.7435,NORMAL,0,Continue operation and monitoring,test_run_0,1370.0
59,1.7829,0.9513,NORMAL,0,Continue operation and monitoring,test_run_0,1369.0
60,0.7233,0.9057,NORMAL,0,Continue operation and monitoring,test_run_0,1368.0
61,0.6131,0.8472,NORMAL,0,Continue operation and monitoring,test_run_0,1367.0
62,0.5682,0.7914,NORMAL,0,Continue operation and monitoring,test_run_0,1366.0
63,0.6045,0.754,NORMAL,0,Continue operation and monitoring,test_run_0,1365.0
64,0.441,0.6914,NORMAL,0,Continue operation and monitoring,test_run_0,1364.0
65,1.0511,0.7634,NORMAL,0,Continue operation and monitoring,test_run_0,1363.0
66,1.7683,0.9643,NORMAL,0,Continue operation and monitoring,test_run_0,1362.0
67,0.7884,0.9291,NORMAL,0,Continue operation and monitoring,test_run_0,1361.0
68,0.743,0.8919,NORMAL,0,Continue operation and monitoring,test_run_0,1360.0
69,0.4956,0.8127,NORMAL,0,Continue operation and monitoring,test_run_0,1359.0
70,0.6317,0.7765,NORMAL,0,Continue operation and monitoring,test_run_0,1358.0
71,0.4559,0.7123,NORMAL,0,Continue operation and monitoring,test_run_0,1357.0
72,0.8276,0.7354,NORMAL,0,Continue operation and monitoring,test_run_0,1356.0
73,0.4923,0.6868,NORMAL,0,Continue operation and monitoring,test_run_0,1355.0
74,0.5643,0.6623,NORMAL,0,Continue operation and monitoring,test_run_0,1354.0
75,0.8244,0.6947,NORMAL,0,Continue operation and monitoring,test_run_0,1353.0
76,0.9365,0.7431,NORMAL,0,Continue operation and monitoring,test_run_0,1352.0
77,0.7879,0.752,NORMAL,0,Continue operation and monitoring,test_run_0,1351.0
78,0.6838,0.7384,NORMAL,0,Continue operation and monitoring,test_run_0,1350.0
79,1.4306,0.8768,NORMAL,0,Continue operation and monitoring,test_run_0,1349.0
80,0.5196,0.8054,NORMAL,0,Continue operation and monitoring,test_run_0,1348.0
81,0.516,0.7475,NORMAL,0,Continue operation and monitoring,test_run_0,1347.0
82,0.8339,0.7648,NORMAL,0,Continue operation and monitoring,test_run_0,1346.0
83,0.56,0.7238,NORMAL,0,Continue operation and monitoring,test_run_0,1345.0
84,0.6815,0.7154,NORMAL,0,Continue operation and monitoring,test_run_0,1344.0
85,0.6211,0.6965,NORMAL,0,Continue operation and monitoring,test_run_0,1343.0
86,0.6333,0.6839,NORMAL,0,Continue operation and monitoring,test_run_0,1342.0
87,0.6941,0.6859,NORMAL,0,Continue operation and monitoring,test_run_0,1341.0
88,0.8544,0.7196,NORMAL,0,Continue operation and monitoring,test_run_0,1340.0
89,0.4841,0.6725,NORMAL,0,Continue operation and monitoring,test_run_0,1339.0
90,0.727,0.6834,NORMAL,0,Continue operation and monitoring,test_run_0,1338.0
91,0.55,0.6567,NORMAL,0,Continue operation and monitoring,test_run_0,1337.0
92,0.8444,0.6943,NORMAL,0,Continue operation and monitoring,test_run_0,1336.0
93,0.9277,0.741,NORMAL,0,Continue operation and monitoring,test_run_0,1335.0
94,0.7141,0.7356,NORMAL,0,Continue operation and monitoring,test_run_0,1334.0
95,0.6881,0.7261,NORMAL,0,Continue operation and monitoring,test_run_0,1333.0
96,0.5839,0.6976,NORMAL,0,Continue operation and monitoring,test_run_0,1332.0
97,0.7813,0.7144,NORMAL,0,Continue operation and monitoring,test_run_0,1331.0
98,0.4583,0.6632,NORMAL,0,Continue operation and monitoring,test_run_0,1330.0
99,0.2206,0.5747,NORMAL,0,Continue operation and monitoring,test_run_0,1329.0
100,0.5489,0.5695,NORMAL,0,Continue operation and monitoring,test_run_0,1328.0
101,0.8881,0.6332,NORMAL,0,Continue operation and monitoring,test_run_0,1327.0
102,0.4906,0.6047,NORMAL,0,Continue operation and monitoring,test_run_0,1326.0
103,0.4424,0.5722,NORMAL,0,Continue operation and monitoring,test_run_0,1325.0
104,0.6377,0.5853,NORMAL,0,Continue operation and monitoring,test_run_0,1324.0
105,0.4228,0.5528,NORMAL,0,Continue operation and monitoring,test_run_0,1323.0
106,0.3256,0.5074,NORMAL,0,Continue operation and monitoring,test_run_0,1322.0
107,0.6976,0.5454,NORMAL,0,Continue operation and monitoring,test_run_0,1321.0
108,0.9321,0.6228,NORMAL,0,Continue operation and monitoring,test_run_0,1320.0
109,0.6072,0.6196,NORMAL,0,Continue operation and monitoring,test_run_0,1319.0
110,0.5865,0.613,NORMAL,0,Continue operation and monitoring,test_run_0,1318.0
111,1.1662,0.7237,NORMAL,0,Continue operation and monitoring,test_run_0,1317.0
112,0.8788,0.7547,NORMAL,0,Continue operation and monitoring,test_run_0,1316.0
113,0.4652,0.6968,NORMAL,0,Continue operation and monitoring,test_run_0,1315.0
114,0.9242,0.7423,NORMAL,0,Continue operation and monitoring,test_run_0,1314.0
115,0.5607,0.7059,NORMAL,0,Continue operation and monitoring,test_run_0,1313.0
116,0.4139,0.6475,NORMAL,0,Continue operation and monitoring,test_run_0,1312.0
117,0.6032,0.6387,NORMAL,0,Continue operation and monitoring,test_run_0,1311.0
118,0.6927,0.6495,NORMAL,0,Continue operation and monitoring,test_run_0,1310.0
119,0.3508,0.5897,NORMAL,0,Continue operation and monitoring,test_run_0,1309.0
120,0.6399,0.5998,NORMAL,0,Continue operation and monitoring,test_run_0,1308.0
121,0.5133,0.5825,NORMAL,0,Continue operation and monitoring,test_run_0,1307.0
122,0.3738,0.5407,NORMAL,0,Continue operation and monitoring,test_run_0,1306.0
123,0.4773,0.528,NORMAL,0,Continue operation and monitoring,test_run_0,1305.0
124,0.7395,0.5703,NORMAL,0,Continue operation and monitoring,test_run_0,1304.0
125,0.837,0.6237,NORMAL,0,Continue operation and monitoring,test_run_0,1303.0
126,0.5507,0.6091,NORMAL,0,Continue operation and monitoring,test_run_0,1302.0
127,0.6877,0.6248,NORMAL,0,Continue operation and monitoring,test_run_0,1301.0
128,0.5226,0.6044,NORMAL,0,Continue operation and monitoring,test_run_0,1300.0
129,0.707,0.6249,NORMAL,0,Continue operation and monitoring,test_run_0,1299.0
130,0.3633,0.5726,NORMAL,0,Continue operation and monitoring,test_run_0,1298.0
131,1.4499,0.748,NORMAL,0,Continue operation and monitoring,test_run_0,1297.0
132,0.5067,0.6998,NORMAL,0,Continue operation and monitoring,test_run_0,1296.0
133,0.5946,0.6787,NORMAL,0,Continue operation and monitoring,test_run_0,1295.0
134,0.6211,0.6672,NORMAL,0,Continue operation and monitoring,test_run_0,1294.0
135,0.4249,0.6187,NORMAL,0,Continue operation and monitoring,test_run_0,1293.0
136,0.5533,0.6057,NORMAL,0,Continue operation and monitoring,test_run_0,1292.0
137,1.1178,0.7081,NORMAL,0,Continue operation and monitoring,test_run_0,1291.0
138,0.3968,0.6458,NORMAL,0,Continue operation and monitoring,test_run_0,1290.0
139,0.5139,0.6194,NORMAL,0,Continue operation and monitoring,test_run_0,1289.0
140,0.3959,0.5747,NORMAL,0,Continue operation and monitoring,test_run_0,1288.0
141,0.2157,0.5029,NORMAL,0,Continue operation and monitoring,test_run_0,1287.0
142,1.357,0.6738,NORMAL,0,Continue operation and monitoring,test_run_0,1286.0
143,0.3963,0.6183,NORMAL,0,Continue operation and monitoring,test_run_0,1285.0
144,0.35,0.5646,NORMAL,0,Continue operation and monitoring,test_run_0,1284.0
145,0.5203,0.5558,NORMAL,0,Continue operation and monitoring,test_run_0,1283.0
146,0.6801,0.5806,NORMAL,0,Continue operation and monitoring,test_run_0,1282.0
147,0.9905,0.6626,NORMAL,0,Continue operation and monitoring,test_run_0,1281.0
148,0.314,0.5929,NORMAL,0,Continue operation and monitoring,test_run_0,1280.0
149,0.723,0.6189,NORMAL,0,Continue operation and monitoring,test_run_0,1279.0
150,0.771,0.6493,NORMAL,0,Continue operation and monitoring,test_run_0,1278.0
151,0.3852,0.5965,NORMAL,0,Continue operation and monitoring,test_run_0,1277.0
152,0.6267,0.6026,NORMAL,0,Continue operation and monitoring,test_run_0,1276.0
153,0.5353,0.5891,NORMAL,0,Continue operation and monitoring,test_run_0,1275.0
154,1.2295,0.7172,NORMAL,0,Continue operation and monitoring,test_run_0,1274.0
155,0.2937,0.6325,NORMAL,0,Continue operation and monitoring,test_run_0,1273.0
156,2.7785,1.0617,NORMAL,0,Continue operation and monitoring,test_run_0,1272.0
157,0.4921,0.9478,NORMAL,0,Continue operation and monitoring,test_run_0,1271.0
158,0.3996,0.8381,NORMAL,0,Continue operation and monitoring,test_run_0,1270.0
159,0.6917,0.8088,NORMAL,0,Continue operation and monitoring,test_run_0,1269.0
160,0.6012,0.7673,NORMAL,0,Continue operation and monitoring,test_run_0,1268.0
161,0.7554,0.7649,NORMAL,0,Continue operation and monitoring,test_run_0,1267.0
162,0.8413,0.7802,NORMAL,0,Continue operation and monitoring,test_run_0,1266.0
163,0.6574,0.7556,NORMAL,0,Continue operation and monitoring,test_run_0,1265.0
164,0.2757,0.6596,NORMAL,0,Continue operation and monitoring,test_run_0,1264.0
165,0.3835,0.6044,NORMAL,0,Continue operation and monitoring,test_run_0,1263.0
166,0.5776,0.599,NORMAL,0,Continue operation and monitoring,test_run_0,1262.0
167,0.4803,0.5753,NORMAL,0,Continue operation and monitoring,test_run_0,1261.0
168,0.6936,0.599,NORMAL,0,Continue operation and monitoring,test_run_0,1260.0
169,0.868,0.6528,NORMAL,0,Continue operation and monitoring,test_run_0,1259.0
170,0.4981,0.6218,NORMAL,0,Continue operation and monitoring,test_run_0,1258.0
171,0.9005,0.6776,NORMAL,0,Continue operation and monitoring,test_run_0,1257.0
172,0.5077,0.6436,NORMAL,0,Continue operation and monitoring,test_run_0,1256.0
173,0.4493,0.6047,NORMAL,0,Continue operation and monitoring,test_run_0,1255.0
174,0.5603,0.5958,NORMAL,0,Continue operation and monitoring,test_run_0,1254.0
175,0.6914,0.6149,NORMAL,0,Continue operation and monitoring,test_run_0,1253.0
176,1.2742,0.7468,NORMAL,0,Continue operation and monitoring,test_run_0,1252.0
177,0.7967,0.7568,NORMAL,0,Continue operation and monitoring,test_run_0,1251.0
178,0.2245,0.6503,NORMAL,0,Continue operation and monitoring,test_run_0,1250.0
179,0.5649,0.6332,NORMAL,0,Continue operation and monitoring,test_run_0,1249.0
180,0.3183,0.5703,NORMAL,0,Continue operation and monitoring,test_run_0,1248.0
181,0.4513,0.5465,NORMAL,0,Continue operation and monitoring,test_run_0,1247.0
182,0.6697,0.5711,NORMAL,0,Continue operation and monitoring,test_run_0,1246.0
183,0.7382,0.6045,NORMAL,0,Continue operation and monitoring,test_run_0,1245.0
184,0.3294,0.5495,NORMAL,0,Continue operation and monitoring,test_run_0,1244.0
185,0.624,0.5644,NORMAL,0,Continue operation and monitoring,test_run_0,1243.0
186,0.6971,0.591,NORMAL,0,Continue operation and monitoring,test_run_0,1242.0
187,0.9273,0.6582,NORMAL,0,Continue operation and monitoring,test_run_0,1241.0
188,0.3913,0.6048,NORMAL,0,Continue operation and monitoring,test_run_0,1240.0
189,0.7716,0.6382,NORMAL,0,Continue operation and monitoring,test_run_0,1239.0
190,0.6655,0.6436,NORMAL,0,Continue operation and monitoring,test_run_0,1238.0
191,0.7578,0.6665,NORMAL,0,Continue operation and monitoring,test_run_0,1237.0
192,0.6291,0.659,NORMAL,0,Continue operation and monitoring,test_run_0,1236.0
193,0.8417,0.6955,NORMAL,0,Continue operation and monitoring,test_run_0,1235.0
194,0.4166,0.6398,NORMAL,0,Continue operation and monitoring,test_run_0,1234.0
195,0.644,0.6406,NORMAL,0,Continue operation and monitoring,test_run_0,1233.0
196,0.6144,0.6354,NORMAL,0,Continue operation and monitoring,test_run_0,1232.0
197,0.6737,0.643,NORMAL,0,Continue operation and monitoring,test_run_0,1231.0
198,0.2906,0.5725,NORMAL,0,Continue operation and monitoring,test_run_0,1230.0
199,0.6139,0.5808,NORMAL,0,Continue operation and monitoring,test_run_0,1229.0
200,0.4793,0.5605,NORMAL,0,Continue operation and monitoring,test_run_0,1228.0
201,0.4575,0.5399,NORMAL,0,Continue operation and monitoring,test_run_0,1227.0
202,0.7999,0.5919,NORMAL,0,Continue operation and monitoring,test_run_0,1226.0
203,0.5291,0.5793,NORMAL,0,Continue operation and monitoring,test_run_0,1225.0
204,0.6394,0.5914,NORMAL,0,Continue operation and monitoring,test_run_0,1224.0
205,0.6491,0.6029,NORMAL,0,Continue operation and monitoring,test_run_0,1223.0
206,0.6219,0.6067,NORMAL,0,Continue operation and monitoring,test_run_0,1222.0
207,0.7538,0.6361,NORMAL,0,Continue operation and monitoring,test_run_0,1221.0
208,0.4397,0.5968,NORMAL,0,Continue operation and monitoring,test_run_0,1220.0
209,0.5929,0.596,NORMAL,0,Continue operation and monitoring,test_run_0,1219.0
210,0.8429,0.6454,NORMAL,0,Continue operation and monitoring,test_run_0,1218.0
211,0.5001,0.6164,NORMAL,0,Continue operation and monitoring,test_run_0,1217.0
212,0.4693,0.587,NORMAL,0,Continue operation and monitoring,test_run_0,1216.0
213,0.9083,0.6512,NORMAL,0,Continue operation and monitoring,test_run_0,1215.0
214,0.7614,0.6733,NORMAL,0,Continue operation and monitoring,test_run_0,1214.0
215,0.4648,0.6316,NORMAL,0,Continue operation and monitoring,test_run_0,1213.0
216,0.548,0.6149,NORMAL,0,Continue operation and monitoring,test_run_0,1212.0
217,0.8509,0.6621,NORMAL,0,Continue operation and monitoring,test_run_0,1211.0
218,0.5703,0.6437,NORMAL,0,Continue operation and monitoring,test_run_0,1210.0
219,0.5446,0.6239,NORMAL,0,Continue operation and monitoring,test_run_0,1209.0
220,0.607,0.6205,NORMAL,0,Continue operation and monitoring,test_run_0,1208.0
221,0.8511,0.6666,NORMAL,0,Continue operation and monitoring,test_run_0,1207.0
222,0.3334,0.6,NORMAL,0,Continue operation and monitoring,test_run_0,1206.0
223,0.6364,0.6073,NORMAL,0,Continue operation and monitoring,test_run_0,1205.0
224,0.5163,0.5891,NORMAL,0,Continue operation and monitoring,test_run_0,1204.0
225,0.6647,0.6042,NORMAL,0,Continue operation and monitoring,test_run_0,1203.0
226,1.0171,0.6868,NORMAL,0,Continue operation and monitoring,test_run_0,1202.0
227,0.3291,0.6153,NORMAL,0,Continue operation and monitoring,test_run_0,1201.0
228,0.4934,0.5909,NORMAL,0,Continue operation and monitoring,test_run_0,1200.0
229,0.4764,0.568,NORMAL,0,Continue operation and monitoring,test_run_0,1199.0
230,0.5733,0.5691,NORMAL,0,Continue operation and monitoring,test_run_0,1198.0
231,0.7013,0.5955,NORMAL,0,Continue operation and monitoring,test_run_0,1197.0
232,0.5464,0.5857,NORMAL,0,Continue operation and monitoring,test_run_0,1196.0
233,1.2018,0.7089,NORMAL,0,Continue operation and monitoring,test_run_0,1195.0
234,0.8639,0.7399,NORMAL,0,Continue operation and monitoring,test_run_0,1194.0
235,0.4571,0.6834,NORMAL,0,Continue operation and monitoring,test_run_0,1193.0
236,0.5324,0.6532,NORMAL,0,Continue operation and monitoring,test_run_0,1192.0
237,0.5486,0.6322,NORMAL,0,Continue operation and monitoring,test_run_0,1191.0
238,0.8081,0.6674,NORMAL,0,Continue operation and monitoring,test_run_0,1190.0
239,0.5215,0.6382,NORMAL,0,Continue operation and monitoring,test_run_0,1189.0
240,0.652,0.641,NORMAL,0,Continue operation and monitoring,test_run_0,1188.0
241,0.5756,0.6279,NORMAL,0,Continue operation and monitoring,test_run_0,1187.0
242,0.3821,0.5787,NORMAL,0,Continue operation and monitoring,test_run_0,1186.0
243,0.6409,0.5912,NORMAL,0,Continue operation and monitoring,test_run_0,1185.0
244,1.1017,0.6933,NORMAL,0,Continue operation and monitoring,test_run_0,1184.0
245,0.7827,0.7112,NORMAL,0,Continue operation and monitoring,test_run_0,1183.0
246,0.5207,0.6731,NORMAL,0,Continue operation and monitoring,test_run_0,1182.0
247,0.6238,0.6632,NORMAL,0,Continue operation and monitoring,test_run_0,1181.0
248,0.6969,0.67,NORMAL,0,Continue operation and monitoring,test_run_0,1180.0
249,0.5649,0.649,NORMAL,0,Continue operation and monitoring,test_run_0,1179.0
250,1.093,0.7378,NORMAL,0,Continue operation and monitoring,test_run_0,1178.0
251,0.8491,0.76,NORMAL,0,Continue operation and monitoring,test_run_0,1177.0
252,0.8132,0.7707,NORMAL,0,Continue operation and monitoring,test_run_0,1176.0
253,0.5045,0.7174,NORMAL,0,Continue operation and monitoring,test_run_0,1175.0
254,0.8038,0.7347,NORMAL,0,Continue operation and monitoring,test_run_0,1174.0
255,1.2664,0.841,NORMAL,0,Continue operation and monitoring,test_run_0,1173.0
256,0.6632,0.8055,NORMAL,0,Continue operation and monitoring,test_run_0,1172.0
257,0.292,0.7028,NORMAL,0,Continue operation and monitoring,test_run_0,1171.0
258,0.939,0.75,NORMAL,0,Continue operation and monitoring,test_run_0,1170.0
259,0.5585,0.7117,NORMAL,0,Continue operation and monitoring,test_run_0,1169.0
260,0.5103,0.6714,NORMAL,0,Continue operation and monitoring,test_run_0,1168.0
261,0.4392,0.625,NORMAL,0,Continue operation and monitoring,test_run_0,1167.0
262,0.5681,0.6136,NORMAL,0,Continue operation and monitoring,test_run_0,1166.0
263,0.779,0.6467,NORMAL,0,Continue operation and monitoring,test_run_0,1165.0
264,1.0066,0.7187,NORMAL,0,Continue operation and monitoring,test_run_0,1164.0
265,0.8091,0.7368,NORMAL,0,Continue operation and monitoring,test_run_0,1163.0
266,0.5285,0.6951,NORMAL,0,Continue operation and monitoring,test_run_0,1162.0
267,0.6993,0.6959,NORMAL,0,Continue operation and monitoring,test_run_0,1161.0
268,0.5066,0.6581,NORMAL,0,Continue operation and monitoring,test_run_0,1160.0
269,0.5779,0.642,NORMAL,0,Continue operation and monitoring,test_run_0,1159.0
270,0.73,0.6596,NORMAL,0,Continue operation and monitoring,test_run_0,1158.0
271,0.6612,0.6599,NORMAL,0,Continue operation and monitoring,test_run_0,1157.0
272,0.577,0.6434,NORMAL,0,Continue operation and monitoring,test_run_0,1156.0
273,0.5937,0.6334,NORMAL,0,Continue operation and monitoring,test_run_0,1155.0
274,0.6445,0.6356,NORMAL,0,Continue operation and monitoring,test_run_0,1154.0
275,1.3204,0.7726,NORMAL,0,Continue operation and monitoring,test_run_0,1153.0
276,0.9118,0.8004,NORMAL,0,Continue operation and monitoring,test_run_0,1152.0
277,0.6939,0.7791,NORMAL,0,Continue operation and monitoring,test_run_0,1151.0
278,1.2433,0.872,NORMAL,0,Continue operation and monitoring,test_run_0,1150.0
279,0.673,0.8322,NORMAL,0,Continue operation and monitoring,test_run_0,1149.0
280,1.4663,0.959,NORMAL,0,Continue operation and monitoring,test_run_0,1148.0
281,0.8874,0.9447,NORMAL,0,Continue operation and monitoring,test_run_0,1147.0
282,0.741,0.9039,NORMAL,0,Continue operation and monitoring,test_run_0,1146.0
283,0.3361,0.7904,NORMAL,0,Continue operation and monitoring,test_run_0,1145.0
284,0.701,0.7725,NORMAL,0,Continue operation and monitoring,test_run_0,1144.0
285,0.5553,0.7291,NORMAL,0,Continue operation and monitoring,test_run_0,1143.0
286,0.9006,0.7634,NORMAL,0,Continue operation and monitoring,test_run_0,1142.0
287,0.4437,0.6994,NORMAL,0,Continue operation and monitoring,test_run_0,1141.0
288,0.7091,0.7014,NORMAL,0,Continue operation and monitoring,test_run_0,1140.0
289,0.7824,0.7176,NORMAL,0,Continue operation and monitoring,test_run_0,1139.0
290,0.4442,0.6629,NORMAL,0,Continue operation and monitoring,test_run_0,1138.0
291,0.5484,0.64,NORMAL,0,Continue operation and monitoring,test_run_0,1137.0
292,0.5022,0.6125,NORMAL,0,Continue operation and monitoring,test_run_0,1136.0
293,0.4128,0.5725,NORMAL,0,Continue operation and monitoring,test_run_0,1135.0
294,0.8336,0.6247,NORMAL,0,Continue operation and monitoring,test_run_0,1134.0
295,1.0139,0.7026,NORMAL,0,Continue operation and monitoring,test_run_0,1133.0
296,0.8048,0.723,NORMAL,0,Continue operation and monitoring,test_run_0,1132.0
297,0.5077,0.68,NORMAL,0,Continue operation and monitoring,test_run_0,1131.0
298,0.4457,0.6331,NORMAL,0,Continue operation and monitoring,test_run_0,1130.0
299,0.5447,0.6154,NORMAL,0,Continue operation and monitoring,test_run_0,1129.0
300,0.7087,0.6341,NORMAL,0,Continue operation and monitoring,test_run_0,1128.0
301,0.7791,0.6631,NORMAL,0,Continue operation and monitoring,test_run_0,1127.0
302,0.9179,0.714,NORMAL,0,Continue operation and monitoring,test_run_0,1126.0
303,0.3908,0.6494,NORMAL,0,Continue operation and monitoring,test_run_0,1125.0
304,0.7123,0.662,NORMAL,0,Continue operation and monitoring,test_run_0,1124.0
305,0.5545,0.6405,NORMAL,0,Continue operation and monitoring,test_run_0,1123.0
306,0.9265,0.6977,NORMAL,0,Continue operation and monitoring,test_run_0,1122.0
307,0.8557,0.7293,NORMAL,0,Continue operation and monitoring,test_run_0,1121.0
308,0.6619,0.7158,NORMAL,0,Continue operation and monitoring,test_run_0,1120.0
309,0.8716,0.747,NORMAL,0,Continue operation and monitoring,test_run_0,1119.0
310,0.6908,0.7357,NORMAL,0,Continue operation and monitoring,test_run_0,1118.0
311,0.8556,0.7597,NORMAL,0,Continue operation and monitoring,test_run_0,1117.0
312,0.6499,0.7377,NORMAL,0,Continue operation and monitoring,test_run_0,1116.0
313,0.6076,0.7117,NORMAL,0,Continue operation and monitoring,test_run_0,1115.0
314,0.6393,0.6972,NORMAL,0,Continue operation and monitoring,test_run_0,1114.0
315,1.0383,0.7654,NORMAL,0,Continue operation and monitoring,test_run_0,1113.0
316,0.6176,0.7359,NORMAL,0,Continue operation and monitoring,test_run_0,1112.0
317,0.6465,0.718,NORMAL,0,Continue operation and monitoring,test_run_0,1111.0
318,0.8411,0.7426,NORMAL,0,Continue operation and monitoring,test_run_0,1110.0
319,0.6803,0.7302,NORMAL,0,Continue operation and monitoring,test_run_0,1109.0
320,0.6577,0.7157,NORMAL,0,Continue operation and monitoring,test_run_0,1108.0
321,0.5942,0.6914,NORMAL,0,Continue operation and monitoring,test_run_0,1107.0
322,0.785,0.7101,NORMAL,0,Continue operation and monitoring,test_run_0,1106.0
323,0.7763,0.7233,NORMAL,0,Continue operation and monitoring,test_run_0,1105.0
324,0.7465,0.728,NORMAL,0,Continue operation and monitoring,test_run_0,1104.0
325,0.4401,0.6704,NORMAL,0,Continue operation and monitoring,test_run_0,1103.0
326,0.8272,0.7017,NORMAL,0,Continue operation and monitoring,test_run_0,1102.0
327,1.0205,0.7655,NORMAL,0,Continue operation and monitoring,test_run_0,1101.0
328,1.0391,0.8202,NORMAL,0,Continue operation and monitoring,test_run_0,1100.0
329,0.7269,0.8016,NORMAL,0,Continue operation and monitoring,test_run_0,1099.0
330,0.9853,0.8383,NORMAL,0,Continue operation and monitoring,test_run_0,1098.0
331,0.8046,0.8316,NORMAL,0,Continue operation and monitoring,test_run_0,1097.0
332,0.7593,0.8171,NORMAL,0,Continue operation and monitoring,test_run_0,1096.0
333,0.6487,0.7834,NORMAL,0,Continue operation and monitoring,test_run_0,1095.0
334,0.7321,0.7732,NORMAL,0,Continue operation and monitoring,test_run_0,1094.0
335,0.4617,0.7109,NORMAL,0,Continue operation and monitoring,test_run_0,1093.0
336,1.0234,0.7734,NORMAL,0,Continue operation and monitoring,test_run_0,1092.0
337,0.5433,0.7274,NORMAL,0,Continue operation and monitoring,test_run_0,1091.0
338,0.7265,0.7272,NORMAL,0,Continue operation and monitoring,test_run_0,1090.0
339,0.6319,0.7081,NORMAL,0,Continue operation and monitoring,test_run_0,1089.0
340,1.0612,0.7787,NORMAL,0,Continue operation and monitoring,test_run_0,1088.0
341,1.3096,0.8849,NORMAL,0,Continue operation and monitoring,test_run_0,1087.0
342,1.0221,0.9124,NORMAL,0,Continue operation and monitoring,test_run_0,1086.0
343,0.6996,0.8698,NORMAL,0,Continue operation and monitoring,test_run_0,1085.0
344,0.6381,0.8235,NORMAL,0,Continue operation and monitoring,test_run_0,1084.0
345,0.6415,0.7871,NORMAL,0,Continue operation and monitoring,test_run_0,1083.0
346,0.6915,0.768,NORMAL,0,Continue operation and monitoring,test_run_0,1082.0
347,1.0965,0.8337,NORMAL,0,Continue operation and monitoring,test_run_0,1081.0
348,0.5967,0.7863,NORMAL,0,Continue operation and monitoring,test_run_0,1080.0
349,0.7502,0.7791,NORMAL,0,Continue operation and monitoring,test_run_0,1079.0
350,0.8534,0.7939,NORMAL,0,Continue operation and monitoring,test_run_0,1078.0
351,1.0714,0.8494,NORMAL,0,Continue operation and monitoring,test_run_0,1077.0
352,0.9702,0.8736,NORMAL,0,Continue operation and monitoring,test_run_0,1076.0
353,0.9534,0.8895,NORMAL,0,Continue operation and monitoring,test_run_0,1075.0
354,0.7077,0.8532,NORMAL,0,Continue operation and monitoring,test_run_0,1074.0
355,0.6895,0.8204,NORMAL,0,Continue operation and monitoring,test_run_0,1073.0
356,0.6512,0.7866,NORMAL,0,Continue operation and monitoring,test_run_0,1072.0
357,0.9648,0.8222,NORMAL,0,Continue operation and monitoring,test_run_0,1071.0
358,1.0722,0.8722,NORMAL,0,Continue operation and monitoring,test_run_0,1070.0
359,1.0571,0.9092,NORMAL,0,Continue operation and monitoring,test_run_0,1069.0
